Question,Answer,Topic
What is the traditional list replaced by the Carolinian Honors List?,The Dean’s List.,40
Who are the students in the Carolinian Honors List?,"Those who exhibit the core values of integrity, excellence, commitment, social responsibility, evangelization, and leadership.",40
What is the University's goal for its students?,To develop competent and socially responsible professionals and lifelong learners.,40
What is the environment that the University aims to foster?,"An environment that fosters excellence in the academic core processes of teaching-learning, research, and community extension service.",40
What are the academic core processes mentioned in the text?,"Teaching-learning, research, and community extension service.",40
What is the University's aim for its students in terms of lifelong learning?,To develop lifelong learners.,40
What is the University's aim for its students in terms of social responsibility?,To develop socially responsible professionals.,40
What is the University's aim for its students in terms of academic excellence?,To develop competent professionals.,40
What is the Carolinian identity?,Being a Witness to the Word.,40
What are the criteria used to gauge the Carolinian identity?,"Scientia, Virtus, and Devotio.",40
How can students demonstrate Scientia?,By demonstrating competence and skills in one’s chosen discipline.,40
How can students demonstrate Virtus?,"By having good moral conduct, including active participation in school activities and student organizations.",40
How can students demonstrate Devotio?,By being involved in community extension activities outside of the University.,40
What is the purpose of recognizing students in the University who follow the Carolinian path?,To recognize students who possess life skills and values.,40
How often is the Carolinian Honors awarded?,Every semester.,41
What is the minimum CHL average required to be included in the Carolinian Honors List?,At least 1.7.,41
What is awarded to students who are included in the Carolinian Honors List?,A Certificate of Recognition.,41
How is the Certificate of Recognition awarded?,In a formal ceremony conducted by the School concerned.,41
What is the ranking system for the scholarship in the form of tuition fee discount?,The top three (3) ranks of each Cluster.,41
What are the Clusters mentioned in the text?,"Architecture, Fine Arts and Design, Arts, Sciences, Accountancy and Economics, Business Administration and Hospitality management, Education, Engineering, and Health care Professions.",41
What is the tuition fee discount for the first in rank of each Cluster?,100% tuition fee discount.,41
What is the tuition fee discount for the second in rank of each Cluster?,75% tuition discount.,41
What is the tuition fee discount for the third in rank of each Cluster?,50% tuition fee discount.,41
What happens if the first in rank of each Cluster is already enjoying a full scholarship?,The next in line will be given the CHL scholarship.,41
