Question,Answer,Topic
What happens after the Office of Registrar approves the submission?,The registrar staff updates your ISMIS account accordingly and you can proceed to non-block sectioning enrollment.,27
Who reviews and endorses the returnee's submission?,The Office of Registrar.,27
What is the purpose of contacting the Office of Registrar?,For review and endorsement.,27
What is the role of the department chair in the re-enrollment process?,Certification of reacceptance.,27
What is the role of the Office of External Relations & Internationalization in the re-enrollment process?,Clearance for international students.,27
What is the role of the comptroller's office in the re-enrollment process?,Clearance from the accounting office.,27
What is the role of the Office of Registrar in the re-enrollment process?,"Review and endorsement, and updating the ISMIS account.",27
What is the first step a returnee should take to reactivate their ISMIS account?,Send an email to the comptroller's office informing the office that you are a returnee and would like to seek clearance from the accounting office.,27
What happens if a returnee does not take any action to reactivate their ISMIS account?,The ISMIS account remains deactivated.,27
Can a returnee enroll in classes without reactivating their ISMIS account?,"No, the returnee needs to reactivate their ISMIS account before proceeding to non-block sectioning enrollment.",27
Who is responsible for updating the ISMIS account after approval?,The registrar staff.,27
